desertionNo,happenDt,happenPlace,kindFullNm,upKindCd,upKindNm,kindCd,kindNm,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile1,popfile7,processState,sexCd,neuterYn,specialMark,careRegNo,careNm,careTel,careAddr,careOwnerNm,orgNm,updTm,popfile8,endReason,popfile2,rfidCd,etcBigo,popfile3,adptnTitle,adptnSDate,adptnEDate,adptnConditionLimitTxt,adptnTxt,adptnImg,srvcTitle,srvcSDate,srvcEDate,srvcConditionLimitTxt,srvcTxt,popfile4,popfile5,popfile6,healthChk,sfeSoci,sfeHealth,vaccinationChk,happenYear
426340202300186,20230630,장안읍 수효사,[개] 믹스견,417000,개,114,믹스견,검정+흰색,2020(년생),15(Kg),부산-기장-2023-00188,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031807660.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031807670.jpg,종료(자연사),F,N,순함,326340201100001,사단법인 동부,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,장영철,부산광역시 기장군,2023-11-09 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
426340202300185,20230630,해찬솔아파트,[개] 말티즈,417000,개,72,말티즈,흰색,2022(년생),3(Kg),부산-기장-2023-00187,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031807899[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031807912.jpg,종료(반환),M,N,순함,326340201100001,사단법인 동부,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,장영철,부산광역시 기장군,2023-07-05 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
426340202300184,20230630,해찬솔아파트,[개] 믹스견,417000,개,114,믹스견,검정색,2021(년생),6(Kg),부산-기장-2023-00186,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031807713[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031807727.jpg,종료(반환),M,N,순함,326340201100001,사단법인 동부,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,장영철,부산광역시 기장군,2023-07-05 00:00:00.0,,,,410097800212583,-,,,,,,,,,,,,,,,,,,,,2023
426340202300183,20230630,소원사 입구 부근,[개] 믹스견,417000,개,114,믹스견,흰색,2018(년생),40(Kg),부산-기장-2023-00185,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031807358.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031807379.jpg,종료(입양),M,N,순함,326340201100001,사단법인 동부,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,장영철,부산광역시 기장군,2023-08-04 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
426340202300182,20230630,기장 내리1길 주변,[개] 믹스견,417000,개,114,믹스견,흰색,2021(년생),10(Kg),부산-기장-2023-00184,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031807698.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031807713.jpg,종료(자연사),F,U,외부기생충 감영,326340201100001,사단법인 동부,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,장영철,부산광역시 기장군,2023-11-09 00:00:00.0,,,,410097800463073,-,,,,,,,,,,,,,,,,,,,,2023
426338202300233,20230630,민락동 135,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,갈색,2023(60일미만)(년생),0.06(Kg),부산-수영-2023-00145,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/20230703130756.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/20230703130773.jpg,종료(자연사),M,N,"영양상태 불량, 기력 매우 저하",326338201300001,(사)동부동물보호협회,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,장영철,부산광역시 수영구,2023-07-10 00:00:00.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/20230703130784.jpg,,,,,,,,,,,,,,,,,,,,,,,,2023
426336202300221,20230630,대저2동 2680-1,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,황색,2023(60일미만)(년생),0.4(Kg),부산-강서-2023-00183,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031707131.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307121107491.jpg,종료(자연사),M,N,결막염,326336202200001,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동) ,허영임,부산광역시 강서구,2023-07-12 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
426336202300220,20230630,강동동 270-14,[개] 믹스견,417000,개,114,믹스견,흰색,2018(년생),4(Kg),부산-강서-2023-00182,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031707187[1].jpg,,종료(자연사),F,N,귀여움,326336202200001,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동) ,허영임,부산광역시 강서구,2023-09-22 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
426336202300219,20230630,봉림동 881-11,[개] 믹스견,417000,개,114,믹스견,검정,2021(년생),15(Kg),부산-강서-2023-00181,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031707493.jpg,,종료(자연사),M,N,귀가 쳐짐,326336202200001,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동) ,허영임,부산광역시 강서구,2023-09-22 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
426336202300218,20230630,봉림동 881-11,[개] 믹스견,417000,개,114,믹스견,옅은황색,2020(년생),30(Kg),부산-강서-2023-00180,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031707639.jpg,,종료(자연사),F,N,"귀, 주둥이는 검정",326336202200001,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동) ,허영임,부산광역시 강서구,2023-09-22 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
426336202300215,20230630,"명지국제6로246, 1층",[고양이] 한국 고양이,422400,고양이,200,한국 고양이,검정,2023(년생),1.3(Kg),부산-강서-2023-00177,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/20230703170757.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307121107839.jpg,종료(자연사),F,N,부상 추정,326336202200001,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동) ,허영임,부산광역시 강서구,2023-07-12 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
426336202300214,20230630,화전산단5로 117번길 35,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,검정,2023(60일미만)(년생),0.2(Kg),부산-강서-2023-00176,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031607862.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/20230712110767.jpg,종료(자연사),F,N,무리와 떨어짐,326336202200001,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동) ,허영임,부산광역시 강서구,2023-07-12 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
426336202300213,20230630,가리새2로 34,[개] 믹스견,417000,개,114,믹스견,흰색,2020(년생),32(Kg),부산-강서-2023-00175,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031607326.jpg,,종료(자연사),M,N,목태 있음,326336202200001,(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동) ,허영임,부산광역시 강서구,2023-12-26 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
