desertionNo,happenDt,happenPlace,kindFullNm,upKindCd,upKindNm,kindCd,kindNm,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile1,popfile7,popfile8,processState,sexCd,neuterYn,specialMark,careRegNo,careNm,careTel,careAddr,careOwnerNm,orgNm,updTm,endReason,rfidCd,etcBigo,popfile2,adptnTitle,adptnSDate,adptnEDate,adptnConditionLimitTxt,adptnTxt,adptnImg,srvcTitle,srvcSDate,srvcEDate,srvcConditionLimitTxt,srvcTxt,popfile3,popfile4,popfile5,popfile6,vaccinationChk,healthChk,sfeSoci,sfeHealth
450650202304448,20231229,제주시 한림읍 일주서로4727,[개] 믹스견,417000,개,000114,믹스견,흰갈,2016(년생),14(Kg),제주-제주-2023-04280,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291612393.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401241301514.jpg,,종료(안락사),F,U,개체관리번호 3695 ,350650201200001,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,문성업,제주특별자치도,2024-01-24 00:00:00.0,"공격성,행동장애",,,,,,,,,,,,,,,,,,,,,,
450650202304447,20231229,제주시 조천읍 조천리518,[개] 믹스견,417000,개,000114,믹스견,흰색,2023(년생),4.7(Kg),제주-제주-2023-04279,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291612460[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/20240110130106[1].jpg,,종료(자연사),M,N,개체관리번호 3694 - 3개월,350650201200001,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,문성업,제주특별자치도,2024-01-10 00:00:00.0,파보양성,,,,,,,,,,,,,,,,,,,,,,
450650202304446,20231229,제주시 도남동 연삼로362도남벨리사우나타운문앞,[개] 비숑 프리제,417000,개,000018,비숑 프리제,흰색,2022(년생),5(Kg),제주-제주-2023-04278,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291612769.jpg,,,종료(반환),F,U,개체관리번호 3693 - 하늘색옷착용,350650201200001,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,문성업,제주특별자치도,2023-12-30 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
450650202304445,20231229,제주시 해안동 사라길30,[개] 믹스견,417000,개,000114,믹스견,검갈,2021(년생),14.7(Kg),제주-제주-2023-04277,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291612429.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/20240112110162.jpg,,종료(안락사),M,N,개체관리번호 3692 - 심장사상충/경계심,350650201200001,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,문성업,제주특별자치도,2024-01-12 00:00:00.0,공고기간경과,,,,,,,,,,,,,,,,,,,,,,
450650202304444,20231229,제주시 구좌읍 월정리541,[개] 믹스견,417000,개,000114,믹스견,흰색,2021(년생),30(Kg),제주-제주-2023-04276,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291612260.jpg,,,종료(반환),M,N,개체관리번호 3691 - 심장사상충/파란목줄/경계심,350650201200001,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,문성업,제주특별자치도,2024-01-02 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
448538202300916,20231229,동면산지로242-28,[개] 믹스견,417000,개,000114,믹스견,갈색흰색,2023(년생),7.5(Kg),경남-양산-2023-00458,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291712620.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291712655.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291712688.jpg,종료(기증),F,U,"갈색흰색,소심함",348538200900001,양산시 동물보호센터,055-392-5669,경상남도 양산시 동면 양산대로 618  양산시 농업기술센터,양산시장,경상남도 양산시,2024-06-12 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
448537202301179,20231229,거제 시청안 배회,[개] 믹스견,417000,개,000114,믹스견,흰색,2019(년생),22(Kg),경남-거제-2023-00690,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291512952.jpg,,,종료(반환),F,U,눈위에 상처있음,348537200900002,거제시동물보호센터,055-639-6368,경상남도 거제시 사등면 두동로1길 107  거제시동물보호센터,거제시청,경상남도 거제시,2024-01-02 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
448536202302790,20231229,내이동,[고양이] 한국 고양이,422400,고양이,000200,한국 고양이,노랑줄,2023(년생),1(Kg),경남-밀양-2023-02114,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312292212507.jpg,,,종료(방사),M,N,눈이 예쁜 냥이,348536201800001,밀양시 동물보호센터,010-5656-6665,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,밀양시청,경상남도 밀양시,2024-01-18 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
448534202301178,20231229,곤명면 마곡마을인근,[개] 골든 리트리버,417000,개,000054,골든 리트리버,갈색,2021(년생),20(Kg),경남-사천-2023-00504,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291312762[1].jpg,,,종료(입양),F,N,온순하고 사람을 좋아함.,348534202000001,사천시 동물보호센터,055-831-3768,경상남도 사천시 용현면 진삼로 902  사천시유기동물보호소,김성일,경상남도 사천시,2024-01-15 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
448532202300793,20231229,두동 1898 부근,[개] 믹스견,417000,개,000114,믹스견,흰색,2026(60일미만)(년생),8(Kg),경남-창원3-2023-00411,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291212729.jpg,,,종료(입양),M,N,"7남매가 순둥이들임, 쌍꺼풀이 다 이쁨, 구충제 복용, 공고중 입양가능",348532200900001,진해유기동물보호소,055-225-5701,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,창원시장,경상남도 창원시 진해구,2026-04-11 15:08:09.0,,410100004132101,-,,,,,,,,,,,,,,,,,,,,
448532202300792,20231229,두동 1898 부근,[개] 믹스견,417000,개,000114,믹스견,흰색,2026(60일미만)(년생),3.4(Kg),경남-창원3-2023-00410,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291212798.jpg,,,보호중,F,Y,"7남매가 순둥이들임, 쌍꺼풀이 다 이쁨, 구충제 복용, 공고중 입양가능",348532200900001,진해유기동물보호소,055-225-5701,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,창원시장,경상남도 창원시 진해구,2026-03-17 14:36:38.0,,410100004132102,-,,,,,,,,,,,,,,,,,,,,
448532202300791,20231229,두동 1898 부근,[개] 믹스견,417000,개,000114,믹스견,제색,2024(60일미만)(년생),6(Kg),경남-창원3-2023-00409,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291212193.jpg,,,종료(입양),F,Y,"7남매가 순둥이들임, 쌍꺼풀이 다 이쁨, 구충제 복용, 공고중 입양가능",348532200900001,진해유기동물보호소,055-225-5701,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,창원시장,경상남도 창원시 진해구,2024-02-29 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
448532202300790,20231229,두동 1898 부근,[개] 믹스견,417000,개,000114,믹스견,흰색,2023(60일미만)(년생),4.4(Kg),경남-창원3-2023-00408,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291212373.jpg,,,종료(입양),M,N,"7남매가 순둥이들임, 쌍꺼풀이 다 이쁨, 구충제 복용, 공고중 입양가능",348532200900001,진해유기동물보호소,055-225-5701,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,창원시장,경상남도 창원시 진해구,2024-02-23 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
448532202300789,20231229,두동 1898 부근,[개] 믹스견,417000,개,000114,믹스견,제색,2023(60일미만)(년생),2.5(Kg),경남-창원3-2023-00407,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291212664.jpg,,,종료(자연사),F,N,"7남매가 순둥이들임, 쌍꺼풀이 다 이쁨, 구충제 복용, 공고중 입양가능",348532200900001,진해유기동물보호소,055-225-5701,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,창원시장,경상남도 창원시 진해구,2024-01-08 00:00:00.0,파보 감염,,,,,,,,,,,,,,,,,,,,,,
448532202300788,20231229,두동 1898 부근,[개] 믹스견,417000,개,000114,믹스견,흰색,2023(60일미만)(년생),4(Kg),경남-창원3-2023-00406,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291212810.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401141601342.jpg,,종료(입양),M,N,"7남매가 순둥이들임, 쌍꺼풀이 다 이쁨, 구충제 복용, 공고중 입양가능",348532200900001,진해유기동물보호소,055-225-5701,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,창원시장,경상남도 창원시 진해구,2024-01-14 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
448532202300787,20231229,두동 1898 부근,[개] 믹스견,417000,개,000114,믹스견,검정+흰색,2023(60일미만)(년생),3(Kg),경남-창원3-2023-00405,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291212321.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401121701665.jpg,,종료(입양),F,N,"7남매가 순둥이들임, 쌍꺼풀이 다 이쁨, 구충제 복용, 공고중 입양가능",348532200900001,진해유기동물보호소,055-225-5701,경상남도 창원시 진해구 웅천로 218 (성내동) 도시농업과 부지 내,창원시장,경상남도 창원시 진해구,2024-01-12 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
448531202303758,20231229,진주시 집현면 대암리 혈암마을,[개] 믹스견,417000,개,000114,믹스견,흰색+갈색+검정색,2023(60일미만)(년생),1.6(Kg),경남-진주-2023-00674,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291812349.jpg,,,종료(자연사),F,N,겁이많음,348531201000001,진주시동물보호센터,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",농업기술센터소장,경상남도 진주시,2024-01-10 00:00:00.0,입원 치료 중 폐사,,,,,,,,,,,,,,,,,,,,,,
448531202303757,20231229,진주시 집현면 대암리 혈암마을,[개] 믹스견,417000,개,000114,믹스견,흰색+갈색,2023(60일미만)(년생),2.3(Kg),경남-진주-2023-00673,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291812807.jpg,,,종료(기증),F,N,겁이많음,348531201000001,진주시동물보호센터,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",농업기술센터소장,경상남도 진주시,2024-02-29 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
448531202303756,20231229,진주시 금산면 용아리 595,[개] 믹스견,417000,개,000114,믹스견,갈색+흰색+검정색,2022(년생),10.3(Kg),경남-진주-2023-00672,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291812687.jpg,,,종료(자연사),M,N,순함 사람좋아함,348531201000001,진주시동물보호센터,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",농업기술센터소장,경상남도 진주시,2024-01-14 00:00:00.0,폐사,,,,,,,,,,,,,,,,,,,,,,
448531202303755,20231229,진주시 호탄동 939-1,[기타축종] 토끼,429900,기타,000117,기타축종,검정색+흰색,2022(년생),1.2(Kg),경남-진주-2023-00671,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291812246.jpg,,,종료(자연사),F,U,순함,348531201000001,진주시동물보호센터,055-749-6134,"경상남도 진주시 집현면 신당길207번길 22 (집현면, 지역농업개발시설) ",농업기술센터소장,경상남도 진주시,2024-01-01 00:00:00.0,폐사,,,,,,,,,,,,,,,,,,,,,,
447521202300652,20231229,초전면 용대로 148,[개] 엄마는 노리치테리어,417000,개,000115,기타,흰색 검은색,2024(60일미만)(년생),1(Kg),경북-성주-2023-00404,20231229,20240105,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401011701862.jpg,,,종료(입양),F,N,어미젖을먹고있어 건강함,347521201900002,성주군동물보호센터,010-2949-6699,경상북도 성주군 선남면 선노로 522 (선남면) ,박명석,경상북도 성주군,2024-10-04 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
447521202300651,20231229,초전면 용대로 148,[개] 엄마는 노리치테리어,417000,개,000115,기타,흰색 검은색,2024(60일미만)(년생),1(Kg),경북-성주-2023-00403,20231229,20240105,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291012764.jpg,,,종료(입양),F,N,어미젖을먹고있어 건강함,347521201900002,성주군동물보호센터,010-2949-6699,경상북도 성주군 선남면 선노로 522 (선남면) ,박명석,경상북도 성주군,2024-10-04 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
447521202300650,20231229,초전면 용대로 148,[개] 믹스견,417000,개,000114,믹스견,흰색 검은색,2023(60일미만)(년생),1(Kg),경북-성주-2023-00402,20231229,20240105,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291012334.jpg,,,종료(입양),F,N,어미젖을먹고있어 건강함,347521201900002,성주군동물보호센터,010-2949-6699,경상북도 성주군 선남면 선노로 522 (선남면) ,박명석,경상북도 성주군,2024-01-17 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
447521202300649,20231229,초전면 용대로 148,[개] 믹스견,417000,개,000114,믹스견,흰색 검은색,2024(60일미만)(년생),1(Kg),경북-성주-2023-00401,20231229,20240105,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401131501350.png,,,종료(입양),M,N,어미젖을먹고있어 건강함,347521201900002,성주군동물보호센터,010-2949-6699,경상북도 성주군 선남면 선노로 522 (선남면) ,박명석,경상북도 성주군,2024-01-17 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
447521202300648,20231229,초전면 용대로 148,[개] 믹스견,417000,개,000114,믹스견,흰색 검은색,2024(60일미만)(년생),1(Kg),경북-성주-2023-00400,20231229,20240105,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401131501833.jpg,,,종료(입양),F,N,어미젖을먹고있어 건강함,347521201900002,성주군동물보호센터,010-2949-6699,경상북도 성주군 선남면 선노로 522 (선남면) ,박명석,경상북도 성주군,2024-01-17 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
447521202300647,20231229,초전면 용대로 148,[개] 믹스견,417000,개,000114,믹스견,흰색 검은색,2024(60일미만)(년생),1(Kg),경북-성주-2023-00399,20231229,20240105,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401072001147.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202401072001406.jpg,,종료(입양),M,N,어미젖을먹고있어 건강함,347521201900002,성주군동물보호센터,010-2949-6699,경상북도 성주군 선남면 선노로 522 (선남면) ,박명석,경상북도 성주군,2024-01-10 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
447521202300646,20231229,초전면 용대로 148,[개] 믹스견,417000,개,000114,믹스견,흰색 검은색,2023(60일미만)(년생),1(Kg),경북-성주-2023-00398,20231229,20240105,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291012176.jpg,,,종료(입양),F,N,어미젖을먹고있어 건강함,347521201900002,성주군동물보호센터,010-2949-6699,경상북도 성주군 선남면 선노로 522 (선남면) ,박명석,경상북도 성주군,2024-12-17 20:54:08.0,,,,,,,,,,,,,,,,,,,,,,,
447521202300645,20231229,초전면 용대로 148,[개] 믹스견,417000,개,000114,믹스견,기타(흰색),2024(60일미만)(년생),1(Kg),경북-성주-2023-00397,20231229,20240105,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291012468.jpg,,,종료(입양),F,N,어미젖을먹고있어 건강함,347521201900002,성주군동물보호센터,010-2949-6699,경상북도 성주군 선남면 선노로 522 (선남면) ,박명석,경상북도 성주군,2024-12-17 20:51:33.0,,,,,,,,,,,,,,,,,,,,,,,
447521202300644,20231229,초전면 용대로 148,[개] 믹스견,417000,개,000114,믹스견,흰색 검은색,2023(60일미만)(년생),1(Kg),경북-성주-2023-00396,20231229,20240105,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291012642.jpg,,,종료(입양),F,N,어미젖을먹고있어 건강함,347521201900002,성주군동물보호센터,010-2949-6699,경상북도 성주군 선남면 선노로 522 (선남면) ,박명석,경상북도 성주군,2024-01-08 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
447521202300643,20231229,성주군 성주읍 예산리 이웃과하나 급식소앞,[고양이] 먼치킨,422400,고양이,000175,먼치킨,회색이 섞인 검정색,2022(년생),2(Kg),경북-성주-2023-00395,20231229,20240105,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291012423.jpg,,,종료(입양),M,N,개냥이 이불을 좋아함,347521201900002,성주군동물보호센터,010-2949-6699,경상북도 성주군 선남면 선노로 522 (선남면) ,박명석,경상북도 성주군,2024-01-07 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
447521202300642,20231229,성주군 용암면 마월1리 마을회관인근,[개] 노리치 테리어,417000,개,000083,노리치 테리어,노랑에 흰색,2023(년생),4(Kg),경북-성주-2023-00394,20231229,20240105,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291012918.jpg,,,종료(입양),F,Y,배변완벽히 가리고 성격이 너무좋음 애교작렬변 산책훈련완료,347521201900002,성주군동물보호센터,010-2949-6699,경상북도 성주군 선남면 선노로 522 (선남면) ,박명석,경상북도 성주군,2024-01-08 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
447516202300357,20231229,경북 청송군 현서면 샘내길 24-3,[개] 믹스견,417000,개,000114,믹스견,검정,2021(년생),7(Kg),경북-청송-2023-00226,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291512905.jpg,,,종료(안락사),F,N,사람을 경계하고 피함.,347516202000001,점곡동물보호센터,054-870-6281,경상북도 청송군 현동면 청송로 3128-141  ,청송군수,경상북도 청송군,2024-02-20 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
447516202300356,20231229,경북 청송군 현서면 청송로 977,[개] 믹스견,417000,개,000114,믹스견,검정,2023(년생),6(Kg),경북-청송-2023-00225,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291512824.jpg,,,종료(안락사),F,N,"파란색 목줄착용, 순하고 겁이 많음.",347516202000001,점곡동물보호센터,054-870-6281,경상북도 청송군 현동면 청송로 3128-141  ,청송군수,경상북도 청송군,2024-01-16 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
447506202300435,20231229,벽소로1612,[개] 골든 리트리버,417000,개,000054,골든 리트리버,갈색,2019(년생),25(Kg),경북-김천-2023-00435,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291812867.jpg,,,종료(반환),F,N,"온순하고 친화적임온,기본훈련",347506201300001,김천시 동물보호센터,010-3477-7771,경상북도 김천시 구성면 남김천대로 3296-22  하강리 44(김천시 유기동물보호센터),김천시농업기술센터,경상북도 김천시,2024-01-04 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
447505202301670,20231229,양정로 191번길 3,[개] 믹스견,417000,개,000114,믹스견,검정,2018(년생),7(Kg),경북-경주-2023-01289,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291512582.jpg,,,종료(반환),M,N,주인에게 반환 예정,347505201700001,경주동물사랑보호센터,010-8889-2883,경상북도 경주시 천북면 천북로 8-4  경주시 동물사랑보호센터,경주시장,경상북도 경주시,2023-12-29 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
447502202302267,20231229,경상북도 포항시 북구 송라면 동해대로 5792-97,[개] 믹스견,417000,개,000114,믹스견,아이보리,2023(년생),5(Kg),경북-포항-2023-01239,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291412729.jpg,,,종료(안락사),M,N,"5개월추정,차 타고 온다고 침을 쫌 흘리지만...목욕하면 쫌 귀여울지도? 중대형견 예상",347502201600001,(사)영일동물플러스,054-262-8295,경상북도 포항시 북구 흥해읍 덕장길 224 (흥해읍) ,김태연,경상북도 포항시,2024-01-13 00:00:00.0,"식욕절폐, 기력없음, 설사, 구토",,,,,,,,,,,,,,,,,,,,,,
446501202300343,20231229,비금면,[개] 믹스견,417000,개,000114,믹스견,흰색,2018(년생),17.0(Kg),전남-신안-2023-00259,20231229,20240108,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291912749.jpg,,,종료(반환),M,N,"온순, 마을을 배회하는 유기견",346501201700001,신안군유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 36  ,김성진,전라남도 신안군,2024-02-19 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
446496202300741,20231229,함평읍 월봉길 63-3,[개] 믹스견,417000,개,000114,믹스견,노란색,2022(년생),4.00(Kg),전남-함평-2023-00522,20231229,20240112,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291212894.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291212291.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291212576.jpg,종료(안락사),F,U,"경계심, 치료요함",346496201800001,학교임시동물보호센터,010-5649-3435,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,문경만,전라남도 함평군,2024-07-24 00:00:00.0,동물보호센터 운영지침 제20조제2항제5호,,,,,,,,,,,,,,,,,,,,,,
446496202300740,20231229,월야면  계림리 568,[개] 믹스견,417000,개,000114,믹스견,흰색,2023(60일미만)(년생),1.50(Kg),전남-함평-2023-00521,20231229,20240112,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291212397.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291212528.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291212590.jpg,종료(자연사),M,U,순함,346496201800001,학교임시동물보호센터,010-5649-3435,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,문경만,전라남도 함평군,2024-01-10 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
446496202300739,20231229,월야면  계림리 568,[개] 믹스견,417000,개,000114,믹스견,흰색,2023(년생),1.50(Kg),전남-함평-2023-00520,20231229,20240112,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291112690[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291112769.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291112159.jpg,종료(자연사),M,U,순함,346496201800001,학교임시동물보호센터,010-5649-3435,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,문경만,전라남도 함평군,2024-01-03 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
446496202300738,20231229,월야면  계림리 568,[개] 믹스견,417000,개,000114,믹스견,흰색,2023(60일미만)(년생),1.50(Kg),전남-함평-2023-00519,20231229,20240112,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291112176.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291112240.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291112290.jpg,종료(자연사),M,U,순함,346496201800001,학교임시동물보호센터,010-5649-3435,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,문경만,전라남도 함평군,2024-01-10 00:00:00.0,입양 갔으나 병원치료 도중 사망하여 동물등록 미정인 상태로 사망,,,,,,,,,,,,,,,,,,,,,,
446496202300737,20231229,월야면  계림리 568,[개] 믹스견,417000,개,000114,믹스견,흰색,2021(년생),4.00(Kg),전남-함평-2023-00518,20231229,20240112,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291112283.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291112337.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291112381.jpg,종료(기증),F,U,순함,346496201800001,학교임시동물보호센터,010-5649-3435,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,문경만,전라남도 함평군,2024-01-19 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
446495202300395,20231229,해제면 참새골길 30,[개] 믹스견,417000,개,000114,믹스견,연갈,2022(년생),5(Kg),전남-무안-2023-00336,20231229,20240118,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312291712608.jpg,,,종료(입양),M,U,"매우순하며 활발함, 털뭉치, 파란목줄착용",346495202100001,무안군유기동물보호소,061-450-4059,전라남도 무안군 무안읍 면주길 99  ,무안군 축산과,전라남도 무안군,2024-02-20 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
446495202300394,20231229,삼향읍 지산리 895,[개] 믹스견,417000,개,000114,믹스견,흰검,2021(년생),6(Kg),전남-무안-2023-00335,20231229,20240118,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/11/202312290812711.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2024/02/202403050903468.jpg,,종료(자연사),M,U,매우순하며 활발함,346495202100001,무안군유기동물보호소,061-450-4059,전라남도 무안군 무안읍 면주길 99  ,무안군 축산과,전라남도 무안군,2024-03-05 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,
